Rk,Team,Conf_x,W-L,BPI Off,BPI Def,BPI,Year_x,Conf_y,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,Year_y
98,Arizona,Pac-12,16-15,5.2,-0.9,4.4,2010,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
98,Arizona,Pac-12,16-15,5.2,-0.9,4.4,2010,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
98,Arizona,Pac-12,16-15,5.2,-0.9,4.4,2010,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
98,Arizona,Pac-12,16-15,5.2,-0.9,4.4,2010,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
98,Arizona,Pac-12,16-15,5.2,-0.9,4.4,2010,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
98,Arizona,Pac-12,16-15,5.2,-0.9,4.4,2010,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
19,Arizona,Pac-12,30-8,9.7,3.0,12.7,2011,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
19,Arizona,Pac-12,30-8,9.7,3.0,12.7,2011,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
19,Arizona,Pac-12,30-8,9.7,3.0,12.7,2011,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
19,Arizona,Pac-12,30-8,9.7,3.0,12.7,2011,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
19,Arizona,Pac-12,30-8,9.7,3.0,12.7,2011,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
19,Arizona,Pac-12,30-8,9.7,3.0,12.7,2011,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
19,Arizona,Pac-12,30-8,9.7,3.0,12.7,2011,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
51,Arizona,Pac-12,23-12,3.3,4.5,7.8,2012,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
51,Arizona,Pac-12,23-12,3.3,4.5,7.8,2012,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
51,Arizona,Pac-12,23-12,3.3,4.5,7.8,2012,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
51,Arizona,Pac-12,23-12,3.3,4.5,7.8,2012,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
51,Arizona,Pac-12,23-12,3.3,4.5,7.8,2012,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
51,Arizona,Pac-12,23-12,3.3,4.5,7.8,2012,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
51,Arizona,Pac-12,23-12,3.3,4.5,7.8,2012,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
12,Arizona,Pac-12,27-8,9.2,5.3,14.5,2013,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
12,Arizona,Pac-12,27-8,9.2,5.3,14.5,2013,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
12,Arizona,Pac-12,27-8,9.2,5.3,14.5,2013,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
12,Arizona,Pac-12,27-8,9.2,5.3,14.5,2013,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
12,Arizona,Pac-12,27-8,9.2,5.3,14.5,2013,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
12,Arizona,Pac-12,27-8,9.2,5.3,14.5,2013,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
12,Arizona,Pac-12,27-8,9.2,5.3,14.5,2013,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
4,Arizona,Pac-12,33-5,5.9,11.8,17.7,2014,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
4,Arizona,Pac-12,33-5,5.9,11.8,17.7,2014,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
4,Arizona,Pac-12,33-5,5.9,11.8,17.7,2014,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
4,Arizona,Pac-12,33-5,5.9,11.8,17.7,2014,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
4,Arizona,Pac-12,33-5,5.9,11.8,17.7,2014,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
4,Arizona,Pac-12,33-5,5.9,11.8,17.7,2014,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
4,Arizona,Pac-12,33-5,5.9,11.8,17.7,2014,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
5,Arizona,Pac-12,34-4,10.7,8.9,19.6,2015,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
5,Arizona,Pac-12,34-4,10.7,8.9,19.6,2015,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
5,Arizona,Pac-12,34-4,10.7,8.9,19.6,2015,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
5,Arizona,Pac-12,34-4,10.7,8.9,19.6,2015,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
5,Arizona,Pac-12,34-4,10.7,8.9,19.6,2015,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
5,Arizona,Pac-12,34-4,10.7,8.9,19.6,2015,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
5,Arizona,Pac-12,34-4,10.7,8.9,19.6,2015,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
14,Arizona,Pac-12,25-9,9.6,5.2,14.8,2016,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
14,Arizona,Pac-12,25-9,9.6,5.2,14.8,2016,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
14,Arizona,Pac-12,25-9,9.6,5.2,14.8,2016,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
14,Arizona,Pac-12,25-9,9.6,5.2,14.8,2016,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
14,Arizona,Pac-12,25-9,9.6,5.2,14.8,2016,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
14,Arizona,Pac-12,25-9,9.6,5.2,14.8,2016,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
14,Arizona,Pac-12,25-9,9.6,5.2,14.8,2016,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
22,Arizona,Pac-12,32-5,8.8,5.9,14.7,2017,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
22,Arizona,Pac-12,32-5,8.8,5.9,14.7,2017,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
22,Arizona,Pac-12,32-5,8.8,5.9,14.7,2017,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
22,Arizona,Pac-12,32-5,8.8,5.9,14.7,2017,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
22,Arizona,Pac-12,32-5,8.8,5.9,14.7,2017,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
22,Arizona,Pac-12,32-5,8.8,5.9,14.7,2017,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
22,Arizona,Pac-12,32-5,8.8,5.9,14.7,2017,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
26,Arizona,Pac-12,27-8,9.4,2.5,11.9,2018,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
26,Arizona,Pac-12,27-8,9.4,2.5,11.9,2018,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
26,Arizona,Pac-12,27-8,9.4,2.5,11.9,2018,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
26,Arizona,Pac-12,27-8,9.4,2.5,11.9,2018,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
26,Arizona,Pac-12,27-8,9.4,2.5,11.9,2018,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
26,Arizona,Pac-12,27-8,9.4,2.5,11.9,2018,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
26,Arizona,Pac-12,27-8,9.4,2.5,11.9,2018,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
31,Miami FL,ACC,23-11,8.1,2.2,10.4,2008,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
31,Miami FL,ACC,23-11,8.1,2.2,10.4,2008,ACC,109.3,98.8,0.7632,50.8,52.0,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,2019.0
31,Miami FL,ACC,23-11,8.1,2.2,10.4,2008,ACC,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,2014.0
31,Miami FL,ACC,23-11,8.1,2.2,10.4,2008,ACC,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,2017.0
31,Miami FL,ACC,23-11,8.1,2.2,10.4,2008,ACC,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,2018.0
31,Miami FL,ACC,23-11,8.1,2.2,10.4,2008,ACC,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,2016.0
31,Miami FL,ACC,23-11,8.1,2.2,10.4,2008,ACC,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,2013.0
26,Miami FL,ACC,19-13,6.7,4.8,11.5,2009,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
26,Miami FL,ACC,19-13,6.7,4.8,11.5,2009,ACC,109.3,98.8,0.7632,50.8,52.0,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,2019.0
26,Miami FL,ACC,19-13,6.7,4.8,11.5,2009,ACC,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,2014.0
26,Miami FL,ACC,19-13,6.7,4.8,11.5,2009,ACC,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,2017.0
26,Miami FL,ACC,19-13,6.7,4.8,11.5,2009,ACC,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,2018.0
26,Miami FL,ACC,19-13,6.7,4.8,11.5,2009,ACC,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,2016.0
26,Miami FL,ACC,19-13,6.7,4.8,11.5,2009,ACC,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,2013.0
54,Miami FL,ACC,20-13,5.3,4.1,9.4,2010,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
54,Miami FL,ACC,20-13,5.3,4.1,9.4,2010,ACC,109.3,98.8,0.7632,50.8,52.0,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,2019.0
54,Miami FL,ACC,20-13,5.3,4.1,9.4,2010,ACC,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,2014.0
54,Miami FL,ACC,20-13,5.3,4.1,9.4,2010,ACC,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,2017.0
54,Miami FL,ACC,20-13,5.3,4.1,9.4,2010,ACC,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,2018.0
54,Miami FL,ACC,20-13,5.3,4.1,9.4,2010,ACC,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,2016.0
54,Miami FL,ACC,20-13,5.3,4.1,9.4,2010,ACC,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,2013.0
56,Miami FL,ACC,21-15,5.4,2.7,8.0,2011,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
56,Miami FL,ACC,21-15,5.4,2.7,8.0,2011,ACC,109.3,98.8,0.7632,50.8,52.0,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,2019.0
56,Miami FL,ACC,21-15,5.4,2.7,8.0,2011,ACC,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,2014.0
56,Miami FL,ACC,21-15,5.4,2.7,8.0,2011,ACC,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,2017.0
56,Miami FL,ACC,21-15,5.4,2.7,8.0,2011,ACC,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,2018.0
56,Miami FL,ACC,21-15,5.4,2.7,8.0,2011,ACC,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,2016.0
56,Miami FL,ACC,21-15,5.4,2.7,8.0,2011,ACC,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,2013.0
44,Miami FL,ACC,20-13,5.0,3.2,8.2,2012,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
44,Miami FL,ACC,20-13,5.0,3.2,8.2,2012,ACC,109.3,98.8,0.7632,50.8,52.0,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,2019.0
44,Miami FL,ACC,20-13,5.0,3.2,8.2,2012,ACC,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,2014.0
44,Miami FL,ACC,20-13,5.0,3.2,8.2,2012,ACC,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,2017.0
44,Miami FL,ACC,20-13,5.0,3.2,8.2,2012,ACC,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,2018.0
44,Miami FL,ACC,20-13,5.0,3.2,8.2,2012,ACC,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,2016.0
44,Miami FL,ACC,20-13,5.0,3.2,8.2,2012,ACC,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,2013.0
15,Miami FL,ACC,29-7,4.7,9.3,14.0,2013,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
15,Miami FL,ACC,29-7,4.7,9.3,14.0,2013,ACC,109.3,98.8,0.7632,50.8,52.0,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,2019.0
15,Miami FL,ACC,29-7,4.7,9.3,14.0,2013,ACC,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,2014.0
15,Miami FL,ACC,29-7,4.7,9.3,14.0,2013,ACC,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,2017.0
15,Miami FL,ACC,29-7,4.7,9.3,14.0,2013,ACC,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,2018.0
15,Miami FL,ACC,29-7,4.7,9.3,14.0,2013,ACC,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,2016.0
15,Miami FL,ACC,29-7,4.7,9.3,14.0,2013,ACC,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,2013.0
112,Miami FL,ACC,17-16,-5.3,8.8,3.5,2014,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
112,Miami FL,ACC,17-16,-5.3,8.8,3.5,2014,ACC,109.3,98.8,0.7632,50.8,52.0,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,2019.0
112,Miami FL,ACC,17-16,-5.3,8.8,3.5,2014,ACC,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,2014.0
112,Miami FL,ACC,17-16,-5.3,8.8,3.5,2014,ACC,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,2017.0
112,Miami FL,ACC,17-16,-5.3,8.8,3.5,2014,ACC,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,2018.0
112,Miami FL,ACC,17-16,-5.3,8.8,3.5,2014,ACC,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,2016.0
112,Miami FL,ACC,17-16,-5.3,8.8,3.5,2014,ACC,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,2013.0
38,Miami FL,ACC,25-13,4.4,5.3,9.7,2015,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
38,Miami FL,ACC,25-13,4.4,5.3,9.7,2015,ACC,109.3,98.8,0.7632,50.8,52.0,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,2019.0
38,Miami FL,ACC,25-13,4.4,5.3,9.7,2015,ACC,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,2014.0
38,Miami FL,ACC,25-13,4.4,5.3,9.7,2015,ACC,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,2017.0
38,Miami FL,ACC,25-13,4.4,5.3,9.7,2015,ACC,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,2018.0
38,Miami FL,ACC,25-13,4.4,5.3,9.7,2015,ACC,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,2016.0
38,Miami FL,ACC,25-13,4.4,5.3,9.7,2015,ACC,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,2013.0
19,Miami FL,ACC,27-8,6.7,6.8,13.5,2016,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
19,Miami FL,ACC,27-8,6.7,6.8,13.5,2016,ACC,109.3,98.8,0.7632,50.8,52.0,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,68.3,-5.1,2019.0
19,Miami FL,ACC,27-8,6.7,6.8,13.5,2016,ACC,109.8,98.5,0.7771,47.6,47.0,17.2,16.4,33.5,30.4,36.1,31.2,47.2,43.4,32.3,35.5,58.7,-3.8,2014.0
19,Miami FL,ACC,27-8,6.7,6.8,13.5,2016,ACC,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,2017.0
19,Miami FL,ACC,27-8,6.7,6.8,13.5,2016,ACC,113.3,96.6,0.8623,53.1,49.0,16.8,18.8,29.1,28.2,29.1,28.1,52.2,48.8,36.4,32.8,68.2,2.7,2018.0
19,Miami FL,ACC,27-8,6.7,6.8,13.5,2016,ACC,119.4,96.5,0.9203,54.2,48.3,16.5,17.4,30.1,29.5,40.7,29.1,53.2,46.9,37.5,34.4,67.0,6.9,2016.0
19,Miami FL,ACC,27-8,6.7,6.8,13.5,2016,ACC,112.4,90.8,0.9207,51.9,45.7,16.7,18.4,31.3,28.4,34.6,28.3,50.6,44.0,36.2,32.6,63.0,6.3,2013.0
31,Miami FL,ACC,21-12,4.5,6.2,10.7,2017,ACC,111.2,96.0,0.8446,49.9,47.6,15.9,17.3,29.5,29.3,35.5,28.5,47.4,47.1,35.8,32.4,62.9,0.7,2015.0
