Rk,Team,Conf_x,W-L,BPI Off,BPI Def,BPI,Year_x,Conf_y,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,Year_y
24,Gonzaga,WCC,29-7,7.1,5.7,12.8,2014,WCC,113.6,93.3,0.9064,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39.0,31.8,66.5,4.0,2014.0
24,Gonzaga,WCC,29-7,7.1,5.7,12.8,2014,WCC,118.9,90.2,0.9599,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55.0,42.1,36.5,32.9,65.1,7.6,2013.0
24,Gonzaga,WCC,29-7,7.1,5.7,12.8,2014,WCC,117.4,94.5,0.9238,55.2,44.8,17.1,15.1,32.1,26.0,34.4,28.1,54.3,44.4,37.8,30.3,68.2,2.1,2016.0
24,Gonzaga,WCC,29-7,7.1,5.7,12.8,2014,WCC,117.2,94.9,0.9192,57.0,47.1,16.1,17.4,33.0,23.1,32.1,29.1,58.2,44.1,36.8,35.0,70.5,4.9,2018.0
8,Gonzaga,WCC,35-3,11.5,4.9,16.4,2015,WCC,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30.0,26.2,39.0,26.9,56.3,40.0,38.2,29.0,71.5,7.7,2017.0
8,Gonzaga,WCC,35-3,11.5,4.9,16.4,2015,WCC,120.2,93.1,0.9498,57.9,44.2,16.1,17.1,33.9,28.0,38.7,30.5,57.0,42.0,40.0,33.0,65.2,7.8,2015.0
8,Gonzaga,WCC,35-3,11.5,4.9,16.4,2015,WCC,123.4,89.9,0.9744,59.0,44.2,14.9,19.0,31.5,26.8,35.3,25.9,61.4,43.4,36.3,30.4,72.0,7.0,2019.0
8,Gonzaga,WCC,35-3,11.5,4.9,16.4,2015,WCC,113.6,93.3,0.9064,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39.0,31.8,66.5,4.0,2014.0
8,Gonzaga,WCC,35-3,11.5,4.9,16.4,2015,WCC,118.9,90.2,0.9599,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55.0,42.1,36.5,32.9,65.1,7.6,2013.0
8,Gonzaga,WCC,35-3,11.5,4.9,16.4,2015,WCC,117.4,94.5,0.9238,55.2,44.8,17.1,15.1,32.1,26.0,34.4,28.1,54.3,44.4,37.8,30.3,68.2,2.1,2016.0
8,Gonzaga,WCC,35-3,11.5,4.9,16.4,2015,WCC,117.2,94.9,0.9192,57.0,47.1,16.1,17.4,33.0,23.1,32.1,29.1,58.2,44.1,36.8,35.0,70.5,4.9,2018.0
26,Gonzaga,WCC,28-8,6.4,6.1,12.5,2016,WCC,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30.0,26.2,39.0,26.9,56.3,40.0,38.2,29.0,71.5,7.7,2017.0
26,Gonzaga,WCC,28-8,6.4,6.1,12.5,2016,WCC,120.2,93.1,0.9498,57.9,44.2,16.1,17.1,33.9,28.0,38.7,30.5,57.0,42.0,40.0,33.0,65.2,7.8,2015.0
26,Gonzaga,WCC,28-8,6.4,6.1,12.5,2016,WCC,123.4,89.9,0.9744,59.0,44.2,14.9,19.0,31.5,26.8,35.3,25.9,61.4,43.4,36.3,30.4,72.0,7.0,2019.0
26,Gonzaga,WCC,28-8,6.4,6.1,12.5,2016,WCC,113.6,93.3,0.9064,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39.0,31.8,66.5,4.0,2014.0
26,Gonzaga,WCC,28-8,6.4,6.1,12.5,2016,WCC,118.9,90.2,0.9599,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55.0,42.1,36.5,32.9,65.1,7.6,2013.0
26,Gonzaga,WCC,28-8,6.4,6.1,12.5,2016,WCC,117.4,94.5,0.9238,55.2,44.8,17.1,15.1,32.1,26.0,34.4,28.1,54.3,44.4,37.8,30.3,68.2,2.1,2016.0
26,Gonzaga,WCC,28-8,6.4,6.1,12.5,2016,WCC,117.2,94.9,0.9192,57.0,47.1,16.1,17.4,33.0,23.1,32.1,29.1,58.2,44.1,36.8,35.0,70.5,4.9,2018.0
1,Gonzaga,WCC,37-2,10.8,9.5,20.4,2017,WCC,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30.0,26.2,39.0,26.9,56.3,40.0,38.2,29.0,71.5,7.7,2017.0
1,Gonzaga,WCC,37-2,10.8,9.5,20.4,2017,WCC,120.2,93.1,0.9498,57.9,44.2,16.1,17.1,33.9,28.0,38.7,30.5,57.0,42.0,40.0,33.0,65.2,7.8,2015.0
1,Gonzaga,WCC,37-2,10.8,9.5,20.4,2017,WCC,123.4,89.9,0.9744,59.0,44.2,14.9,19.0,31.5,26.8,35.3,25.9,61.4,43.4,36.3,30.4,72.0,7.0,2019.0
1,Gonzaga,WCC,37-2,10.8,9.5,20.4,2017,WCC,113.6,93.3,0.9064,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39.0,31.8,66.5,4.0,2014.0
1,Gonzaga,WCC,37-2,10.8,9.5,20.4,2017,WCC,118.9,90.2,0.9599,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55.0,42.1,36.5,32.9,65.1,7.6,2013.0
1,Gonzaga,WCC,37-2,10.8,9.5,20.4,2017,WCC,117.4,94.5,0.9238,55.2,44.8,17.1,15.1,32.1,26.0,34.4,28.1,54.3,44.4,37.8,30.3,68.2,2.1,2016.0
1,Gonzaga,WCC,37-2,10.8,9.5,20.4,2017,WCC,117.2,94.9,0.9192,57.0,47.1,16.1,17.4,33.0,23.1,32.1,29.1,58.2,44.1,36.8,35.0,70.5,4.9,2018.0
10,Gonzaga,WCC,32-5,9.4,5.9,15.4,2018,WCC,117.8,86.3,0.9728,56.6,41.1,16.2,17.1,30.0,26.2,39.0,26.9,56.3,40.0,38.2,29.0,71.5,7.7,2017.0
10,Gonzaga,WCC,32-5,9.4,5.9,15.4,2018,WCC,120.2,93.1,0.9498,57.9,44.2,16.1,17.1,33.9,28.0,38.7,30.5,57.0,42.0,40.0,33.0,65.2,7.8,2015.0
10,Gonzaga,WCC,32-5,9.4,5.9,15.4,2018,WCC,123.4,89.9,0.9744,59.0,44.2,14.9,19.0,31.5,26.8,35.3,25.9,61.4,43.4,36.3,30.4,72.0,7.0,2019.0
10,Gonzaga,WCC,32-5,9.4,5.9,15.4,2018,WCC,113.6,93.3,0.9064,55.2,44.6,17.4,17.4,30.6,29.5,41.2,38.6,53.6,43.3,39.0,31.8,66.5,4.0,2014.0
10,Gonzaga,WCC,32-5,9.4,5.9,15.4,2018,WCC,118.9,90.2,0.9599,54.9,44.9,17.2,20.8,37.8,29.8,40.8,29.9,55.0,42.1,36.5,32.9,65.1,7.6,2013.0
10,Gonzaga,WCC,32-5,9.4,5.9,15.4,2018,WCC,117.4,94.5,0.9238,55.2,44.8,17.1,15.1,32.1,26.0,34.4,28.1,54.3,44.4,37.8,30.3,68.2,2.1,2016.0
10,Gonzaga,WCC,32-5,9.4,5.9,15.4,2018,WCC,117.2,94.9,0.9192,57.0,47.1,16.1,17.4,33.0,23.1,32.1,29.1,58.2,44.1,36.8,35.0,70.5,4.9,2018.0
28,Mississippi St.,SEC,23-11,5.5,5.5,11.0,2008,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
28,Mississippi St.,SEC,23-11,5.5,5.5,11.0,2008,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
28,Mississippi St.,SEC,23-11,5.5,5.5,11.0,2008,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
28,Mississippi St.,SEC,23-11,5.5,5.5,11.0,2008,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
28,Mississippi St.,SEC,23-11,5.5,5.5,11.0,2008,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
28,Mississippi St.,SEC,23-11,5.5,5.5,11.0,2008,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
28,Mississippi St.,SEC,23-11,5.5,5.5,11.0,2008,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
71,Mississippi St.,SEC,23-13,5.7,1.1,6.8,2009,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
71,Mississippi St.,SEC,23-13,5.7,1.1,6.8,2009,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
71,Mississippi St.,SEC,23-13,5.7,1.1,6.8,2009,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
71,Mississippi St.,SEC,23-13,5.7,1.1,6.8,2009,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
71,Mississippi St.,SEC,23-13,5.7,1.1,6.8,2009,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
71,Mississippi St.,SEC,23-13,5.7,1.1,6.8,2009,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
71,Mississippi St.,SEC,23-13,5.7,1.1,6.8,2009,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
35,Mississippi St.,SEC,24-12,5.8,5.2,11.1,2010,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
35,Mississippi St.,SEC,24-12,5.8,5.2,11.1,2010,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
35,Mississippi St.,SEC,24-12,5.8,5.2,11.1,2010,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
35,Mississippi St.,SEC,24-12,5.8,5.2,11.1,2010,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
35,Mississippi St.,SEC,24-12,5.8,5.2,11.1,2010,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
35,Mississippi St.,SEC,24-12,5.8,5.2,11.1,2010,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
35,Mississippi St.,SEC,24-12,5.8,5.2,11.1,2010,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
128,Mississippi St.,SEC,17-14,2.4,-0.4,2.0,2011,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
128,Mississippi St.,SEC,17-14,2.4,-0.4,2.0,2011,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
128,Mississippi St.,SEC,17-14,2.4,-0.4,2.0,2011,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
128,Mississippi St.,SEC,17-14,2.4,-0.4,2.0,2011,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
128,Mississippi St.,SEC,17-14,2.4,-0.4,2.0,2011,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
128,Mississippi St.,SEC,17-14,2.4,-0.4,2.0,2011,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
128,Mississippi St.,SEC,17-14,2.4,-0.4,2.0,2011,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
61,Mississippi St.,SEC,21-12,6.0,0.9,6.9,2012,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
61,Mississippi St.,SEC,21-12,6.0,0.9,6.9,2012,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
61,Mississippi St.,SEC,21-12,6.0,0.9,6.9,2012,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
61,Mississippi St.,SEC,21-12,6.0,0.9,6.9,2012,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
61,Mississippi St.,SEC,21-12,6.0,0.9,6.9,2012,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
61,Mississippi St.,SEC,21-12,6.0,0.9,6.9,2012,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
61,Mississippi St.,SEC,21-12,6.0,0.9,6.9,2012,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
240,Mississippi St.,SEC,22-Oct,-3.7,-0.5,-4.2,2013,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
240,Mississippi St.,SEC,22-Oct,-3.7,-0.5,-4.2,2013,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
240,Mississippi St.,SEC,22-Oct,-3.7,-0.5,-4.2,2013,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
240,Mississippi St.,SEC,22-Oct,-3.7,-0.5,-4.2,2013,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
240,Mississippi St.,SEC,22-Oct,-3.7,-0.5,-4.2,2013,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
240,Mississippi St.,SEC,22-Oct,-3.7,-0.5,-4.2,2013,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
240,Mississippi St.,SEC,22-Oct,-3.7,-0.5,-4.2,2013,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
196,Mississippi St.,SEC,14-19,-1.7,-0.1,-1.8,2014,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
196,Mississippi St.,SEC,14-19,-1.7,-0.1,-1.8,2014,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
196,Mississippi St.,SEC,14-19,-1.7,-0.1,-1.8,2014,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
196,Mississippi St.,SEC,14-19,-1.7,-0.1,-1.8,2014,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
196,Mississippi St.,SEC,14-19,-1.7,-0.1,-1.8,2014,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
196,Mississippi St.,SEC,14-19,-1.7,-0.1,-1.8,2014,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
196,Mississippi St.,SEC,14-19,-1.7,-0.1,-1.8,2014,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
160,Mississippi St.,SEC,13-19,-3.9,4.1,0.2,2015,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
160,Mississippi St.,SEC,13-19,-3.9,4.1,0.2,2015,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
160,Mississippi St.,SEC,13-19,-3.9,4.1,0.2,2015,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
160,Mississippi St.,SEC,13-19,-3.9,4.1,0.2,2015,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
160,Mississippi St.,SEC,13-19,-3.9,4.1,0.2,2015,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
160,Mississippi St.,SEC,13-19,-3.9,4.1,0.2,2015,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
160,Mississippi St.,SEC,13-19,-3.9,4.1,0.2,2015,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
85,Mississippi St.,SEC,14-17,4.3,1.2,5.5,2016,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
85,Mississippi St.,SEC,14-17,4.3,1.2,5.5,2016,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
85,Mississippi St.,SEC,14-17,4.3,1.2,5.5,2016,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
85,Mississippi St.,SEC,14-17,4.3,1.2,5.5,2016,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
85,Mississippi St.,SEC,14-17,4.3,1.2,5.5,2016,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
85,Mississippi St.,SEC,14-17,4.3,1.2,5.5,2016,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
85,Mississippi St.,SEC,14-17,4.3,1.2,5.5,2016,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
99,Mississippi St.,SEC,16-16,1.3,2.5,3.9,2017,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
99,Mississippi St.,SEC,16-16,1.3,2.5,3.9,2017,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
99,Mississippi St.,SEC,16-16,1.3,2.5,3.9,2017,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
99,Mississippi St.,SEC,16-16,1.3,2.5,3.9,2017,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
99,Mississippi St.,SEC,16-16,1.3,2.5,3.9,2017,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
99,Mississippi St.,SEC,16-16,1.3,2.5,3.9,2017,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
99,Mississippi St.,SEC,16-16,1.3,2.5,3.9,2017,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
58,Mississippi St.,SEC,25-12,3.0,5.0,8.0,2018,SEC,99.6,97.0,0.5751,47.5,48.0,23.3,18.9,32.3,31.1,46.4,36.5,47.9,47.0,31.1,33.2,64.1,-9.0,2015.0
58,Mississippi St.,SEC,25-12,3.0,5.0,8.0,2018,SEC,108.7,99.1,0.7448,51.7,48.9,18.0,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,70.2,-6.2,2016.0
58,Mississippi St.,SEC,25-12,3.0,5.0,8.0,2018,SEC,104.1,98.3,0.6567,51.1,48.1,19.0,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3,2017.0
58,Mississippi St.,SEC,25-12,3.0,5.0,8.0,2018,SEC,111.2,96.6,0.8343,52.2,48.3,19.1,19.5,32.1,30.7,31.7,29.7,55.2,47.2,31.5,33.3,68.6,0.0,2018.0
58,Mississippi St.,SEC,25-12,3.0,5.0,8.0,2018,SEC,100.7,102.5,0.4468,48.5,51.1,20.2,20.3,28.6,31.5,43.3,33.0,49.5,52.3,30.7,32.6,68.4,-9.0,2014.0
58,Mississippi St.,SEC,25-12,3.0,5.0,8.0,2018,SEC,89.8,98.0,0.2682,44.6,49.9,24.8,22.3,30.5,36.1,40.8,25.8,45.5,50.0,28.4,33.2,68.1,-11.6,2013.0
58,Mississippi St.,SEC,25-12,3.0,5.0,8.0,2018,SEC,116.9,96.8,0.898,54.6,50.3,19.2,19.5,34.7,29.6,32.7,32.1,53.4,48.4,37.7,35.7,69.0,4.5,2019.0
29,Arizona,Pac-12,19-15,6.6,4.1,10.7,2008,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
29,Arizona,Pac-12,19-15,6.6,4.1,10.7,2008,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
29,Arizona,Pac-12,19-15,6.6,4.1,10.7,2008,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
29,Arizona,Pac-12,19-15,6.6,4.1,10.7,2008,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
29,Arizona,Pac-12,19-15,6.6,4.1,10.7,2008,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
29,Arizona,Pac-12,19-15,6.6,4.1,10.7,2008,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
29,Arizona,Pac-12,19-15,6.6,4.1,10.7,2008,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
73,Arizona,Pac-12,21-14,7.0,-0.2,6.8,2009,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
73,Arizona,Pac-12,21-14,7.0,-0.2,6.8,2009,P12,116.2,87.4,0.9636,51.7,42.3,15.7,19.1,36.4,27.3,41.0,34.2,50.7,40.2,36.4,32.0,64.3,9.4,2014.0
73,Arizona,Pac-12,21-14,7.0,-0.2,6.8,2009,P12,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,2019.0
73,Arizona,Pac-12,21-14,7.0,-0.2,6.8,2009,P12,116.1,95.7,0.9022,53.6,46.2,18.2,16.0,35.0,24.9,43.8,29.3,52.2,45.7,38.1,31.6,69.1,3.4,2016.0
73,Arizona,Pac-12,21-14,7.0,-0.2,6.8,2009,P12,117.0,100.4,0.8528,56.3,49.9,17.5,16.7,33.2,25.1,36.9,31.2,56.7,47.7,36.9,35.8,68.3,3.8,2018.0
73,Arizona,Pac-12,21-14,7.0,-0.2,6.8,2009,P12,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,2017.0
73,Arizona,Pac-12,21-14,7.0,-0.2,6.8,2009,P12,114.4,92.2,0.9229,52.5,46.6,19.5,19.8,35.0,26.7,37.4,32.9,50.6,43.4,37.1,35.8,66.8,4.6,2013.0
98,Arizona,Pac-12,16-15,5.2,-0.9,4.4,2010,P12,117.5,86.9,0.97,53.5,45.1,16.5,20.6,34.5,22.4,47.1,37.3,53.3,42.7,36.0,33.5,66.7,9.0,2015.0
